chid,alt_id,alt,chosen,price,catch
194,4,pier,1,21.714,0.1498
195,1,beach,0,10.534,0.0678
195,2,boat,0,15.114,0.0102
195,3,charter,1,50.114,0.0209
195,4,pier,0,10.534,0.0789
196,1,beach,0,206.31,0.5333
196,2,boat,0,35.972,0.2413
196,3,charter,1,70.972,1.0266
196,4,pier,0,206.31,0.4522
197,1,beach,0,252.858,0.5333
197,2,boat,0,71.706,0.1665
197,3,charter,1,106.706,0.3975
197,4,pier,0,252.858,0.4522
198,1,beach,0,75.504,0.0678
198,2,boat,0,75.504,0.2601
198,3,charter,0,100.504,0.5391
198,4,pier,1,75.504,0.0503
199,1,beach,0,26.106,0.0678
199,2,boat,0,37.098,0.0108
199,3,charter,1,72.098,0.2377
199,4,pier,0,26.106,0.0025
200,1,beach,0,22.704,0.0678
200,2,boat,0,20.898,0.0016
200,3,charter,1,50.398,0.1176
200,4,pier,0,22.704,0.0503
201,1,beach,0,71.706,0.0678
201,2,boat,1,101.898,0.0559
201,3,charter,0,136.898,0.6456
201,4,pier,0,71.706,0.0789
202,1,beach,1,117.306,0.0678
202,2,boat,0,181.104,0.1643
202,3,charter,0,210.104,0.5391
202,4,pier,0,117.306,0.0789
203,1,beach,0,453.858,0.5333
203,2,boat,0,128.706,0.0361
203,3,charter,1,163.706,0.4216
203,4,pier,0,453.858,0.0069
204,1,beach,0,26.106,0.0678
204,2,boat,0,40.304,0.0499
204,3,charter,0,69.304,0.2421
204,4,pier,1,26.106,0.0025
205,1,beach,0,132.258,0.5333
205,2,boat,0,37.506,0.2413
205,3,charter,1,72.506,1.0266
205,4,pier,0,132.258,0.4522
206,1,beach,0,69.498,0.2537
206,2,boat,1,69.498,0.2339
206,3,charter,0,87.998,0.6288
206,4,pier,0,69.498,0.1498
207,1,beach,0,69.498,0.1049
207,2,boat,1,48.906,0.0023
207,3,charter,0,72.906,0.0046
207,4,pier,0,69.498,0.0451
208,1,beach,0,70.448,0.1049
208,2,boat,1,47.804,0.1574
208,3,charter,0,71.804,0.4671
208,4,pier,0,70.448,0.0451
209,1,beach,0,116.64,0.0678
209,2,boat,0,116.64,0.0276
209,3,charter,1,141.64,0.0029
209,4,pier,0,116.64,0.0503
210,1,beach,0,47.804,0.0678
210,2,boat,0,100.64,0.0014
210,3,charter,0,129.64,0.0029
210,4,pier,1,47.804,0.0789
211,1,beach,0,80.608,0.5333
211,2,boat,0,17.404,0.2413
211,3,charter,1,52.404,1.0266
211,4,pier,0,80.608,0.4522
212,1,beach,0,115.248,0.2537
212,2,boat,0,362.208,0.6817
212,3,charter,1,387.208,2.3014
212,4,pier,0,115.248,0.1498
213,1,beach,0,291.808,0.5333
213,2,boat,0,63.004,0.0156
213,3,charter,1,98.004,0.0058
213,4,pier,0,291.808,0.4522
214,1,beach,0,32.604,0.0678
214,2,boat,0,68.64,0.1643
214,3,charter,0,97.64,0.5391
214,4,pier,1,32.604,0.0789
215,1,beach,0,36.64,0.0678
215,2,boat,0,36.64,0.1491
215,3,charter,1,61.64,0.2421
215,4,pier,0,36.64,0.0052
216,1,beach,0,39.474,0.5333
216,2,boat,0,5.934,0.2413
216,3,charter,1,40.934,1.0266
216,4,pier,0,39.474,0.4522
217,1,beach,1,120.004,0.0678
217,2,boat,0,252.64,0.1643
217,3,charter,0,281.64,0.5391
217,4,pier,0,120.004,0.0789
218,1,beach,0,100.674,0.5333
218,2,boat,0,15.134,0.0156
218,3,charter,1,50.134,0.0058
218,4,pier,0,100.674,0.4522
219,1,beach,0,223.074,0.5333
219,2,boat,0,33.534,0.0156
219,3,charter,1,68.534,0.0058
219,4,pier,0,223.074,0.4522
220,1,beach,0,161.874,0.5333
220,2,boat,0,24.334,0.0156
220,3,charter,1,59.334,0.0058
220,4,pier,0,161.874,0.4522
221,1,beach,0,453.858,0.5333
221,2,boat,0,128.706,0.2413
221,3,charter,1,163.706,1.0266
221,4,pier,0,453.858,0.4522
222,1,beach,0,252.858,0.5333
222,2,boat,0,71.706,0.0156
222,3,charter,1,106.706,0.0058
222,4,pier,0,252.858,0.4522
223,1,beach,0,255.798,0.1049
223,2,boat,1,180.006,0.1574
223,3,charter,0,204.006,0.4671
223,4,pier,0,255.798,0.0451
224,1,beach,0,71.706,0.0678
224,2,boat,0,110.704,0.0971
224,3,charter,1,139.704,0.1648
224,4,pier,0,71.706,0.0789
225,1,beach,0,92.058,0.5333
225,2,boat,1,26.106,0.2413
225,3,charter,0,61.106,1.0266
225,4,pier,0,92.058,0.4522
226,1,beach,0,81.648,0.1049
226,2,boat,0,55.404,0.1574
226,3,charter,1,79.404,0.4671
226,4,pier,0,81.648,0.0451
227,1,beach,0,47.804,0.0678
227,2,boat,0,100.64,0.0014
227,3,charter,0,129.64,0.0029
227,4,pier,1,47.804,0.0789
228,1,beach,0,221.408,0.5333
228,2,boat,0,47.804,0.0361
228,3,charter,1,82.804,0.4216
228,4,pier,0,221.408,0.0069
229,1,beach,0,10.534,0.0678
229,2,boat,0,15.114,0.0102
229,3,charter,1,50.114,0.0209
229,4,pier,0,10.534,0.0789
230,1,beach,0,5.922,0.0678
230,2,boat,0,5.922,0.2601
230,3,charter,0,30.922,0.5391
230,4,pier,1,5.922,0.0503
231,1,beach,0,11.322,0.0678
231,2,boat,0,11.322,0.0276
231,3,charter,0,36.322,0.0029
231,4,pier,1,11.322,0.0503
232,1,beach,0,6.29,0.0678
232,2,boat,0,6.29,0.1643
232,3,charter,0,35.29,0.5391
232,4,pier,1,6.29,0.0789
233,1,beach,0,17.986,0.0678
233,2,boat,1,17.986,0.0014
233,3,charter,0,46.986,0.0029
233,4,pier,0,17.986,0.0789
234,1,beach,0,17.986,0.0678
234,2,boat,0,17.986,0.023
234,3,charter,1,42.986,0.1648
234,4,pier,0,17.986,0.0503
235,1,beach,0,17.986,0.0678
235,2,boat,0,17.986,0.1643
235,3,charter,1,46.986,0.5391
235,4,pier,0,17.986,0.0789
236,1,beach,0,45.186,0.0678
236,2,boat,1,45.186,0.2601
236,3,charter,0,70.186,0.5391
236,4,pier,0,45.186,0.0503
237,1,beach,1,21.386,0.0678
237,2,boat,0,21.386,0.1491
237,3,charter,0,46.386,0.2421
237,4,pier,0,21.386,0.0052
238,1,beach,1,9.522,0.0678
238,2,boat,0,9.522,0.2601
238,3,charter,0,34.522,0.5391
238,4,pier,0,9.522,0.0503
239,1,beach,0,316.342,0.5333
239,2,boat,1,51.842,0.2413
239,3,charter,0,86.842,1.0266
239,4,pier,0,316.342,0.4522
240,1,beach,0,32.242,0.0678
240,2,boat,1,5.922,0.0014
240,3,charter,0,34.922,0.0029
240,4,pier,0,32.242,0.0789
241,1,beach,0,9.522,0.0678
241,2,boat,0,9.522,0.0276
241,3,charter,0,34.522,0.0029
241,4,pier,1,9.522,0.0503
242,1,beach,0,11.322,0.0678
242,2,boat,1,11.322,0.0276
242,3,charter,0,36.322,0.0029
242,4,pier,0,11.322,0.0503
243,1,beach,1,9.522,0.0678
243,2,boat,0,9.522,0.0276
243,3,charter,0,34.522,0.0029
243,4,pier,0,9.522,0.0503
244,1,beach,1,71.442,0.0678
244,2,boat,0,13.122,0.1643
244,3,charter,0,42.122,0.5391
244,4,pier,0,71.442,0.0789
245,1,beach,0,14.58,0.0678
245,2,boat,1,14.58,0.2601
245,3,charter,0,39.58,0.5391
245,4,pier,0,14.58,0.0503
246,1,beach,0,8.58,0.0678
246,2,boat,0,8.58,0.1491
246,3,charter,1,33.58,0.2421
246,4,pier,0,8.58,0.0052
247,1,beach,0,56.61,0.0678
247,2,boat,0,12.58,0.0499
247,3,charter,1,41.58,0.2421
247,4,pier,0,56.61,0.0025
248,1,beach,0,18.58,0.0678
248,2,boat,0,18.58,0.2601
248,3,charter,1,43.58,0.5391
248,4,pier,0,18.58,0.0503
249,1,beach,0,8.58,0.0678
249,2,boat,0,8.58,0.2601
249,3,charter,0,33.58,0.5391
249,4,pier,1,8.58,0.0503
250,1,beach,0,359.022,0.2537
250,2,boat,1,666.11,0.0531
250,3,charter,0,691.11,0.0052
250,4,pier,0,359.022,0.1498
251,1,beach,0,29.61,0.0678
251,2,boat,0,6.58,0.0499
251,3,charter,1,35.58,0.2421
251,4,pier,0,29.61,0.0025
252,1,beach,0,135.11,0.5333
252,2,boat,1,20.61,0.2413
252,3,charter,0,55.61,1.0266
252,4,pier,0,135.11,0.4522
253,1,beach,0,4.58,0.0678
253,2,boat,0,4.58,0.023
253,3,charter,1,29.58,0.1648
253,4,pier,0,4.58,0.0503
254,1,beach,0,6.58,0.0678
254,2,boat,1,6.58,0.0031
254,3,charter,0,31.58,0.0041
254,4,pier,0,6.58,0.0503
255,1,beach,0,31.586,0.0678
255,2,boat,1,31.586,0.1491
255,3,charter,0,56.586,0.2421
255,4,pier,0,31.586,0.0052
256,1,beach,0,24.786,0.0678
256,2,boat,0,24.786,0.1491
256,3,charter,1,49.786,0.2421
256,4,pier,0,24.786,0.0052
257,1,beach,0,13.818,0.0678
257,2,boat,0,13.818,0.0499
257,3,charter,0,42.818,0.2421
257,4,pier,1,13.818,0.0025
258,1,beach,0,30.618,0.0678
258,2,boat,0,30.618,0.1643
258,3,charter,1,59.618,0.5391
258,4,pier,0,30.618,0.0789
259,1,beach,0,214.5,0.5333
259,2,boat,1,4.29,0.0051
259,3,charter,0,39.29,1.0266
259,4,pier,0,214.5,0.4522
260,1,beach,0,264.5,0.5333
260,2,boat,1,5.29,0.0156
260,3,charter,0,40.29,0.0058
260,4,pier,0,264.5,0.4522
261,1,beach,0,4.29,0.0678
261,2,boat,0,4.29,0.0971
261,3,charter,1,33.29,0.1648
261,4,pier,0,4.29,0.0789
262,1,beach,1,4.122,0.0678
262,2,boat,0,4.122,0.2601
262,3,charter,0,29.122,0.5391
262,4,pier,0,4.122,0.0503
263,1,beach,0,5.922,0.0678
263,2,boat,0,5.922,0.0276
263,3,charter,0,30.922,0.0029
263,4,pier,1,5.922,0.0503
264,1,beach,1,71.442,0.0678
264,2,boat,0,13.122,0.0499
264,3,charter,0,42.122,0.2421
264,4,pier,0,71.442,0.0025
265,1,beach,0,5.922,0.0678
265,2,boat,1,5.922,0.0276
265,3,charter,0,30.922,0.0029
265,4,pier,0,5.922,0.0503
266,1,beach,0,15.87,0.0678
266,2,boat,0,15.87,0.0276
266,3,charter,0,40.87,0.0029
266,4,pier,1,15.87,0.0503
267,1,beach,0,6.45,0.0678
267,2,boat,1,3.87,0.0014
267,3,charter,0,32.87,0.0029
267,4,pier,0,6.45,0.0789
268,1,beach,0,12.58,0.0678
268,2,boat,1,12.58,0.0276
268,3,charter,0,37.58,0.0029
268,4,pier,0,12.58,0.0503
269,1,beach,0,6.58,0.0678
269,2,boat,1,6.58,0.1491
269,3,charter,0,31.58,0.2421
269,4,pier,0,6.58,0.0052
270,1,beach,0,6.58,0.0678
270,2,boat,0,6.58,0.2601
270,3,charter,0,31.58,0.5391
270,4,pier,1,6.58,0.0503
271,1,beach,0,7.722,0.0678
271,2,boat,0,7.722,0.0276
271,3,charter,1,32.722,0.0029
271,4,pier,0,7.722,0.0503
272,1,beach,0,164.5,0.5333
272,2,boat,1,3.29,0.1665
272,3,charter,0,38.29,0.3975
272,4,pier,0,164.5,0.4522
273,1,beach,0,5.29,0.0678
273,2,boat,0,5.29,0.0276
273,3,charter,1,30.29,0.0029
273,4,pier,0,5.29,0.0503
274,1,beach,0,3.29,0.0678
274,2,boat,1,3.29,0.0014
274,3,charter,0,32.29,0.0029
274,4,pier,0,3.29,0.0789
275,1,beach,0,5.29,0.0678
275,2,boat,0,5.29,0.0971
275,3,charter,1,34.29,0.1648
275,4,pier,0,5.29,0.0789
276,1,beach,0,2.29,0.0678
276,2,boat,0,2.29,0.0971
276,3,charter,0,31.29,0.1648
276,4,pier,1,2.29,0.0789
277,1,beach,0,264.5,0.5333
277,2,boat,1,5.29,0.0051
277,3,charter,0,40.29,1.0266
277,4,pier,0,264.5,0.4522
278,1,beach,0,7.29,0.0678
278,2,boat,0,7.29,0.0014
278,3,charter,1,36.29,0.0029
278,4,pier,0,7.29,0.0789
279,1,beach,1,13.29,0.0678
279,2,boat,0,13.29,0.1643
279,3,charter,0,42.29,0.0041
279,4,pier,0,13.29,0.0789
280,1,beach,0,214.5,0.5333
280,2,boat,0,4.29,0.2413
280,3,charter,1,39.29,1.0266
280,4,pier,0,214.5,0.4522
281,1,beach,0,4.29,0.0678
281,2,boat,0,4.29,0.023
281,3,charter,1,29.29,0.1648
281,4,pier,0,4.29,0.0503
282,1,beach,0,166.212,0.1049
282,2,boat,0,7.29,0.0613
282,3,charter,1,31.29,0.3087
282,4,pier,0,166.212,0.0079
283,1,beach,0,6.29,0.0678
283,2,boat,0,6.29,0.0971
283,3,charter,1,35.29,0.1648
283,4,pier,0,6.29,0.0789
284,1,beach,0,189.012,0.1049
284,2,boat,1,8.29,0.0613
284,3,charter,0,32.29,0.3087
284,4,pier,0,189.012,0.0079
285,1,beach,0,164.5,0.5333
285,2,boat,0,3.29,0.0361
285,3,charter,1,38.29,0.4216
285,4,pier,0,164.5,0.0069
286,1,beach,0,4.29,0.0678
286,2,boat,0,4.29,0.0499
286,3,charter,1,33.29,0.2421
286,4,pier,0,4.29,0.0025
287,1,beach,0,114.5,0.5333
287,2,boat,0,2.29,0.2413
287,3,charter,1,37.29,1.0266
287,4,pier,0,114.5,0.4522
288,1,beach,0,2.29,0.0678
288,2,boat,0,2.29,0.1643
288,3,charter,0,31.29,0.5391
288,4,pier,1,2.29,0.0789
289,1,beach,0,75.012,0.2537
289,2,boat,0,75.012,0.0233
289,3,charter,0,93.512,0.0219
289,4,pier,1,75.012,0.1498
290,1,beach,0,4.29,0.0678
290,2,boat,0,4.29,0.1643
290,3,charter,0,33.29,0.5391
290,4,pier,1,4.29,0.0789
291,1,beach,0,214.5,0.5333
291,2,boat,1,4.29,0.0051
291,3,charter,0,39.29,1.0266
291,4,pier,0,214.5,0.4522
292,1,beach,0,75.012,0.1049
292,2,boat,1,3.29,0.1574
292,3,charter,0,27.29,0.4671
292,4,pier,0,75.012,0.0451
293,1,beach,0,11.45,0.0678
293,2,boat,0,6.87,0.0971
293,3,charter,1,35.87,0.1648
293,4,pier,0,11.45,0.0789
294,1,beach,0,31.45,0.0678
294,2,boat,0,18.87,0.1643
294,3,charter,1,47.87,0.5391
294,4,pier,0,31.45,0.0789
295,1,beach,0,33.87,0.0678
295,2,boat,0,33.87,0.2601
295,3,charter,1,58.87,0.5391
295,4,pier,0,33.87,0.0503
296,1,beach,0,843.186,0.5333
296,2,boat,1,53.686,0.2413
296,3,charter,0,88.686,1.0266
296,4,pier,0,843.186,0.4522
297,1,beach,0,364.5,0.5333
297,2,boat,0,7.29,0.0051
297,3,charter,1,42.29,1.0266
297,4,pier,0,364.5,0.4522
298,1,beach,0,314.5,0.5333
298,2,boat,0,6.29,0.2413
298,3,charter,1,41.29,1.0266
298,4,pier,0,314.5,0.4522
299,1,beach,0,5.29,0.0678
299,2,boat,0,5.29,0.023
299,3,charter,1,30.29,0.1648
299,4,pier,0,5.29,0.0503
300,1,beach,0,264.5,0.5333
300,2,boat,1,5.29,0.2413
300,3,charter,0,40.29,1.0266
300,4,pier,0,264.5,0.4522
301,1,beach,0,7.29,0.0678
301,2,boat,0,7.29,0.0971
301,3,charter,1,36.29,0.1648
301,4,pier,0,7.29,0.0789
302,1,beach,0,97.812,0.1049
302,2,boat,1,4.29,0.0023
302,3,charter,0,28.29,0.0046
302,4,pier,0,97.812,0.0451
303,1,beach,0,3.29,0.0678
303,2,boat,0,3.29,0.0276
303,3,charter,0,28.29,0.0029
303,4,pier,1,3.29,0.0503
304,1,beach,1,8.29,0.0678
304,2,boat,0,8.29,0.2601
304,3,charter,0,33.29,0.5391
304,4,pier,0,8.29,0.0503
305,1,beach,0,10.58,0.0678
305,2,boat,0,10.58,0.0276
305,3,charter,1,35.58,0.0029
305,4,pier,0,10.58,0.0503
306,1,beach,1,11.186,0.0678
306,2,boat,0,11.186,0.2601
306,3,charter,0,36.186,0.5391
306,4,pier,0,11.186,0.0503
307,1,beach,1,38.386,0.0678
307,2,boat,0,38.386,0.2601
307,3,charter,0,63.386,0.5391
307,4,pier,0,38.386,0.0503
308,1,beach,0,8.58,0.0678
308,2,boat,1,8.58,0.0276
308,3,charter,0,33.58,0.0029
308,4,pier,0,8.58,0.0503
309,1,beach,0,38.61,0.0678
309,2,boat,0,8.58,0.0499
309,3,charter,1,37.58,0.2421
309,4,pier,0,38.61,0.0025
310,1,beach,0,4.29,0.0678
310,2,boat,0,4.29,0.2601
310,3,charter,1,29.29,0.5391
310,4,pier,0,4.29,0.0503
311,1,beach,0,4.29,0.0678
311,2,boat,1,4.29,0.0276
311,3,charter,0,29.29,0.0029
311,4,pier,0,4.29,0.0503
312,1,beach,0,75.012,0.1049
312,2,boat,0,3.29,0.0023
312,3,charter,1,27.29,0.0046
312,4,pier,0,75.012,0.0451
313,1,beach,0,214.5,0.5333
313,2,boat,1,4.29,0.0051
313,3,charter,0,39.29,1.0266
313,4,pier,0,214.5,0.4522
314,1,beach,0,5.29,0.0678
314,2,boat,1,5.29,0.0276
314,3,charter,0,30.29,0.0029
314,4,pier,0,5.29,0.0503
315,1,beach,0,143.412,0.1049
315,2,boat,0,6.29,0.1574
315,3,charter,1,30.29,0.4671
315,4,pier,0,143.412,0.0451
316,1,beach,0,4.29,0.0678
316,2,boat,0,4.29,0.1491
316,3,charter,1,29.29,0.2421
316,4,pier,0,4.29,0.0052
317,1,beach,0,6.29,0.0678
317,2,boat,0,6.29,0.1643
317,3,charter,1,35.29,0.5391
317,4,pier,0,6.29,0.0789
318,1,beach,0,6.29,0.0678
318,2,boat,1,6.29,0.2601
318,3,charter,0,31.29,0.5391
318,4,pier,0,6.29,0.0503
319,1,beach,0,4.29,0.0678
319,2,boat,0,4.29,0.0276
319,3,charter,1,29.29,0.0029
319,4,pier,0,4.29,0.0503
320,1,beach,0,3.29,0.0678
320,2,boat,0,3.29,0.1491
320,3,charter,0,28.29,0.2421
320,4,pier,1,3.29,0.0052
321,1,beach,0,26.32,0.0678
321,2,boat,0,3.29,0.1643
321,3,charter,1,32.29,0.0041
321,4,pier,0,26.32,0.0789
322,1,beach,0,4.29,0.0678
322,2,boat,0,4.29,0.2601
322,3,charter,0,29.29,0.5391
322,4,pier,1,4.29,0.0503
323,1,beach,0,2.29,0.0678
323,2,boat,0,2.29,0.2601
323,3,charter,0,27.29,0.5391
323,4,pier,1,2.29,0.0503
324,1,beach,0,2.29,0.0678
324,2,boat,0,2.29,0.2601
324,3,charter,0,27.29,0.5391
324,4,pier,1,2.29,0.0503
325,1,beach,1,4.29,0.0678
325,2,boat,0,4.29,0.2601
325,3,charter,0,29.29,0.5391
325,4,pier,0,4.29,0.0503
326,1,beach,0,8.29,0.0678
326,2,boat,1,8.29,0.2601
326,3,charter,0,33.29,0.5391
326,4,pier,0,8.29,0.0503
327,1,beach,0,7.29,0.0678
327,2,boat,1,7.29,0.2601
327,3,charter,0,32.29,0.5391
327,4,pier,0,7.29,0.0503
328,1,beach,0,13.29,0.0678
328,2,boat,0,13.29,0.2601
328,3,charter,0,38.29,0.5391
328,4,pier,1,13.29,0.0503
329,1,beach,0,3.29,0.0678
329,2,boat,1,3.29,0.023
329,3,charter,0,28.29,0.1648
329,4,pier,0,3.29,0.0503
330,1,beach,0,6.29,0.0678
330,2,boat,1,6.29,0.1491
330,3,charter,0,31.29,0.2421
330,4,pier,0,6.29,0.0052
331,1,beach,0,26.32,0.0678
331,2,boat,0,3.29,0.0971
331,3,charter,1,32.29,0.1648
331,4,pier,0,26.32,0.0789
332,1,beach,0,4.29,0.0678
332,2,boat,1,4.29,0.0276
332,3,charter,0,29.29,0.0029
332,4,pier,0,4.29,0.0503
333,1,beach,0,6.29,0.0678
333,2,boat,1,6.29,0.0276
333,3,charter,0,31.29,0.0029
333,4,pier,0,6.29,0.0503
334,1,beach,0,74.61,0.0678
334,2,boat,0,16.58,0.0499
334,3,charter,1,45.58,0.2421
334,4,pier,0,74.61,0.0025
335,1,beach,0,4.29,0.0678
335,2,boat,0,4.29,0.2601
335,3,charter,0,29.29,0.5391
335,4,pier,1,4.29,0.0503
336,1,beach,0,6.29,0.0678
336,2,boat,0,6.29,0.2601
336,3,charter,1,31.29,0.5391
336,4,pier,0,6.29,0.0503
337,1,beach,1,2.29,0.0678
337,2,boat,0,2.29,0.0276
337,3,charter,0,27.29,0.0029
337,4,pier,0,2.29,0.0503
338,1,beach,0,5.29,0.0678
338,2,boat,0,5.29,0.0276
338,3,charter,0,30.29,0.0029
338,4,pier,1,5.29,0.0503
339,1,beach,0,3.29,0.0678
339,2,boat,1,3.29,0.0276
339,3,charter,0,28.29,0.0029
339,4,pier,0,3.29,0.0503
340,1,beach,0,2.29,0.0678
340,2,boat,1,2.29,0.0276
340,3,charter,0,27.29,0.0029
340,4,pier,0,2.29,0.0503
341,1,beach,0,34.32,0.0678
341,2,boat,1,4.29,0.0014
341,3,charter,0,33.29,0.0029
341,4,pier,0,34.32,0.0789
342,1,beach,0,6.29,0.0678
342,2,boat,0,6.29,0.0276
342,3,charter,1,31.29,0.0029
342,4,pier,0,6.29,0.0503
343,1,beach,0,9.29,0.0678
343,2,boat,1,9.29,0.2601
343,3,charter,0,34.29,0.5391
343,4,pier,0,9.29,0.0503
344,1,beach,1,306.82,0.5333
344,2,boat,0,42.32,0.2413
344,3,charter,0,77.32,1.0266
344,4,pier,0,306.82,0.4522
345,1,beach,0,65.61,0.0678
345,2,boat,1,231.822,0.0897
345,3,charter,0,266.822,1.0905
345,4,pier,0,65.61,0.0789
346,1,beach,0,8.29,0.0678
346,2,boat,1,8.29,0.0276
346,3,charter,0,33.29,0.0029
346,4,pier,0,8.29,0.0503
347,1,beach,0,132.132,0.1049
347,2,boat,0,34.32,0.0613
347,3,charter,1,58.32,0.3087
347,4,pier,0,132.132,0.0079
348,1,beach,0,26.32,0.0678
348,2,boat,0,3.29,0.0014
348,3,charter,1,32.29,0.0029
348,4,pier,0,26.32,0.0789
349,1,beach,0,7.29,0.0678
349,2,boat,0,7.29,0.2601
349,3,charter,1,32.29,0.5391
349,4,pier,0,7.29,0.0503
350,1,beach,0,51.45,0.0678
350,2,boat,1,30.87,0.1643
350,3,charter,0,59.87,0.5391
350,4,pier,0,51.45,0.0789
351,1,beach,0,30.87,0.0678
351,2,boat,1,30.87,0.2601
351,3,charter,0,55.87,0.5391
351,4,pier,0,30.87,0.0503
352,1,beach,0,12.87,0.0678
352,2,boat,1,12.87,0.0276
352,3,charter,0,37.87,0.0029
352,4,pier,0,12.87,0.0503
353,1,beach,0,21.87,0.0678
353,2,boat,0,21.87,0.023
353,3,charter,1,46.87,0.1648
353,4,pier,0,21.87,0.0503
354,1,beach,1,24.786,0.0678
354,2,boat,0,24.786,0.2601
354,3,charter,0,49.786,0.5391
354,4,pier,0,24.786,0.0503
355,1,beach,0,21.386,0.0678
355,2,boat,0,21.386,0.1643
355,3,charter,1,50.386,0.5391
355,4,pier,0,21.386,0.0789
356,1,beach,0,455.95,0.5333
356,2,boat,0,41.45,0.0361
356,3,charter,1,76.45,0.4216
356,4,pier,0,455.95,0.0069
357,1,beach,0,12.87,0.0678
357,2,boat,1,12.87,0.2601
357,3,charter,0,37.87,0.5391
357,4,pier,0,12.87,0.0503
358,1,beach,0,119.262,0.2537
358,2,boat,0,235.95,0.0531
358,3,charter,1,260.95,0.0052
358,4,pier,0,119.262,0.1498
359,1,beach,0,15.87,0.0678
359,2,boat,1,15.87,0.2601
359,3,charter,0,40.87,0.5391
359,4,pier,0,15.87,0.0503
360,1,beach,0,24.87,0.0678
360,2,boat,1,24.87,0.2601
360,3,charter,0,49.87,0.5391
360,4,pier,0,24.87,0.0503
361,1,beach,0,46.45,0.0678
361,2,boat,0,27.87,0.1643
361,3,charter,1,56.87,0.0041
361,4,pier,0,46.45,0.0789
362,1,beach,1,4.122,0.0678
362,2,boat,0,4.122,0.2601
362,3,charter,0,29.122,0.5391
362,4,pier,0,4.122,0.0503
363,1,beach,0,4.122,0.0678
363,2,boat,0,4.122,0.2601
363,3,charter,0,29.122,0.5391
363,4,pier,1,4.122,0.0503
364,1,beach,0,130.832,0.0678
364,2,boat,1,130.832,0.2601
364,3,charter,0,155.832,0.5391
364,4,pier,0,130.832,0.0503
365,1,beach,0,119.554,0.1049
365,2,boat,1,73.002,0.0238
365,3,charter,0,97.002,0.0468
365,4,pier,0,119.554,0.0451
366,1,beach,0,45.402,0.0678
366,2,boat,1,74.354,0.0897
366,3,charter,0,109.354,1.0905
366,4,pier,0,45.402,0.0789
367,1,beach,0,45.402,0.0678
367,2,boat,0,74.354,0.0559
367,3,charter,1,109.354,0.6456
367,4,pier,0,45.402,0.0789
368,1,beach,0,119.554,0.1049
368,2,boat,1,73.002,0.1574
368,3,charter,0,97.002,0.4671
368,4,pier,0,119.554,0.0451
369,1,beach,0,31.602,0.0678
369,2,boat,0,51.754,0.0102
369,3,charter,1,86.754,0.0209
369,4,pier,0,31.602,0.0789
370,1,beach,0,106.714,0.5333
370,2,boat,0,31.602,0.0361
370,3,charter,1,66.602,0.4216
370,4,pier,0,106.714,0.0069
371,1,beach,1,37.098,0.0678
371,2,boat,0,37.098,0.1643
371,3,charter,0,66.098,0.5391
371,4,pier,0,37.098,0.0789
372,1,beach,0,20.898,0.0678
372,2,boat,0,20.898,0.1643
372,3,charter,0,49.898,0.5391
372,4,pier,1,20.898,0.0789
373,1,beach,0,393.66,0.5333
373,2,boat,0,154.548,0.0156
373,3,charter,1,189.548,0.0058
373,4,pier,0,393.66,0.4522
374,1,beach,0,177.66,0.5333
374,2,boat,0,69.748,0.0361
374,3,charter,1,104.748,0.4216
374,4,pier,0,177.66,0.0069
375,1,beach,0,26.832,0.0678
375,2,boat,0,26.832,0.1491
375,3,charter,1,51.832,0.2421
375,4,pier,0,26.832,0.0052
376,1,beach,0,110.032,0.0678
376,2,boat,0,110.032,0.2601
376,3,charter,1,135.032,0.5391
376,4,pier,0,110.032,0.0503
377,1,beach,0,151.632,0.0678
377,2,boat,1,236.196,0.0102
377,3,charter,0,271.196,0.0209
377,4,pier,0,151.632,0.0789
378,1,beach,0,511.596,0.1049
378,2,boat,1,328.432,0.0023
378,3,charter,0,352.432,0.0046
378,4,pier,0,511.596,0.0451
379,1,beach,0,353.498,0.5333
379,2,boat,0,130.832,0.2413
379,3,charter,1,165.832,1.0266
379,4,pier,0,353.498,0.4522
380,1,beach,0,68.432,0.0678
380,2,boat,1,106.596,0.0559
380,3,charter,0,141.596,0.6456
380,4,pier,0,68.432,0.0789
381,1,beach,0,90.948,0.0678
381,2,boat,0,90.948,0.0014
381,3,charter,0,119.948,0.0029
381,4,pier,1,90.948,0.0789
382,1,beach,0,132.99,0.1049
382,2,boat,1,90.948,0.0023
382,3,charter,0,114.948,0.0046
382,4,pier,0,132.99,0.0451
383,1,beach,0,90.948,0.0678
383,2,boat,0,132.99,0.0732
383,3,charter,1,162.49,0.1726
383,4,pier,0,90.948,0.0052
384,1,beach,0,65.016,0.5333
384,2,boat,0,26.574,0.2413
384,3,charter,1,61.574,1.0266
384,4,pier,0,65.016,0.4522
385,1,beach,0,216.216,0.5333
385,2,boat,0,88.374,0.0156
385,3,charter,1,123.374,0.0058
385,4,pier,0,216.216,0.4522
386,1,beach,0,319.302,0.1049
386,2,boat,1,247.86,0.0613
386,3,charter,0,271.86,0.3087
386,4,pier,0,319.302,0.0079
387,1,beach,0,295.422,0.1049
387,2,boat,1,115.196,0.1574
387,3,charter,0,139.196,0.4671
387,4,pier,0,295.422,0.0451
388,1,beach,0,150.174,0.0678
388,2,boat,0,170.586,0.1643
388,3,charter,0,199.586,0.5391
388,4,pier,1,150.174,0.0789
